Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,DeliveryDays,On_time_delivery,LateDelivery
2024-01-25,West,Laptop,13,453.48,Store A,Wholesale,0.05,Alice,5600.477999999999,Gift Card,SAVE10,0,REG100304,Cust 8451,46.28,2024-01-25,2024-02-03,Wendy,9,False,True
2024-11-02,Central,Chair,16,89.76,Store A,Wholesale,0.0,Alice,1436.16,Debit Card,WINTER15,1,REG100306,Cust 2529,44.69,2024-11-02,2024-11-09,Cameron,7,False,True
2024-06-30,Central,Chair,11,535.37,Store D,Wholesale,0.0,Frank,5889.07,Cash,,0,REG100307,Cust 7057,35.96,2024-06-30,2024-07-09,Cameron,9,False,True
2023-01-11,South,Tablet,9,15.58,Store D,Retail,0.1,Frank,126.198,Gift Card,FREESHIP,1,REG100308,Cust 9069,27.81,2023-01-11,2023-01-19,Sophie,8,False,True
2025-06-05,North,Desk,13,466.54,Store C,Wholesale,0.0,Eva,6065.02,Cash,FREESHIP,0,REG100309,Cust 5858,18.63,2025-06-05,2025-06-14,Ryan,9,False,True
2023-08-31,South,Desk,6,567.36,Store C,Wholesale,0.05,Alice,3233.952,Gift Card,WINTER15,0,REG100311,Cust 7052,45.98,2023-08-31,2023-09-08,Sophie,8,False,True
2024-10-07,South,Phone,17,523.04,Store A,Retail,0.05,Eva,8447.096,Debit Card,FREESHIP,0,REG100312,Cust 9397,37.38,2024-10-07,2024-10-17,Sophie,10,False,True
2023-11-06,South,Printer,5,95.19,Store A,Retail,0.15,Frank,404.5575,Credit Card,WINTER15,0,REG100314,Cust 1573,48.55,2023-11-06,2023-11-16,Sophie,10,False,True
2023-04-28,West,Desk,2,210.71,Store D,Wholesale,0.15,Diana,358.207,Credit Card,SAVE10,0,REG100315,Cust 5660,7.78,2023-04-28,2023-05-08,Wendy,10,False,True
2024-08-04,Central,Monitor,9,24.44,Store C,Wholesale,0.15,Eva,186.966,Gift Card,SAVE10,1,REG100319,Cust 3245,22.06,2024-08-04,2024-08-14,Cameron,10,False,True
2024-10-23,Central,Tablet,12,352.2,Store A,Retail,0.05,Eva,4015.079999999999,Credit Card,WINTER15,0,REG100320,Cust 7180,18.39,2024-10-23,2024-11-01,Cameron,9,False,True
2024-02-13,West,Monitor,7,353.99,Store C,Wholesale,0.05,Carlos,2354.0335,Gift Card,FREESHIP,0,REG100321,Cust 5973,5.93,2024-02-13,2024-02-20,Wendy,7,False,True
2023-09-19,South,Laptop,4,547.56,Store D,Retail,0.15,Frank,1861.704,Gift Card,,0,REG100327,Cust 3803,25.88,2023-09-19,2023-09-26,Sophie,7,False,True
2024-06-20,Central,Chair,5,432.35,Store C,Wholesale,0.1,Bob,1945.575,Gift Card,,1,REG100335,Cust 6424,41.48,2024-06-20,2024-06-27,Cameron,7,False,True
2024-01-29,Central,Printer,16,598.48,Store A,Retail,0.1,Frank,8618.112000000001,Cash,,0,REG100341,Cust 8464,47.86,2024-01-29,2024-02-07,Cameron,9,False,True
2024-12-16,North,Chair,8,378.88,Store A,Wholesale,0.1,Frank,2727.936,Debit Card,WINTER15,1,REG100344,Cust 8246,5.22,2024-12-16,2024-12-24,Ryan,8,False,True
2023-08-05,Central,Monitor,12,169.2,Store C,Retail,0.05,Diana,1928.88,Gift Card,SAVE10,0,REG100345,Cust 6500,28.65,2023-08-05,2023-08-15,Cameron,10,False,True
2023-08-30,Central,Chair,7,103.03,Store D,Retail,0.1,Bob,649.089,Online,FREESHIP,1,REG100346,Cust 1150,5.29,2023-08-30,2023-09-06,Cameron,7,False,True
2024-12-13,North,Phone,15,27.21,Store C,Wholesale,0.0,Alice,408.15,Online,WINTER15,0,REG100348,Cust 1957,43.69,2024-12-13,2024-12-22,Ryan,9,False,True
2023-09-07,Central,Phone,14,52.09,Store A,Retail,0.0,Bob,729.26,Gift Card,,1,REG100349,Cust 3467,48.02,2023-09-07,2023-09-14,Cameron,7,False,True
2023-12-12,North,Monitor,7,570.01,Store C,Wholesale,0.0,Carlos,3990.07,Credit Card,WINTER15,0,REG100350,Cust 5212,42.33,2023-12-12,2023-12-21,Ryan,9,False,True
2024-04-25,East,Monitor,19,526.23,Store B,Retail,0.0,Bob,9998.37,Credit Card,WINTER15,0,REG100351,Cust 3509,32.77,2024-04-25,2024-05-05,Eric,10,False,True
2025-03-18,North,Printer,16,420.79,Store B,Wholesale,0.15,Carlos,5722.744,Cash,FREESHIP,1,REG100356,Cust 6362,22.13,2025-03-18,2025-03-25,Ryan,7,False,True
2025-02-25,North,Tablet,13,238.34,Store C,Retail,0.1,Carlos,2788.578,Credit Card,SAVE10,1,REG100359,Cust 2553,7.9,2025-02-25,2025-03-06,Ryan,9,False,True
2025-03-19,Central,Laptop,17,511.8,Store B,Retail,0.05,Carlos,8265.57,Credit Card,WINTER15,1,REG100366,Cust 1400,13.33,2025-03-19,2025-03-26,Cameron,7,False,True
2024-09-11,Central,Monitor,15,202.72,Store D,Retail,0.05,Eva,2888.76,Debit Card,WINTER15,1,REG100368,Cust 5267,41.61,2024-09-11,2024-09-19,Cameron,8,False,True
2023-02-01,Central,Phone,7,241.76,Store D,Wholesale,0.0,Carlos,1692.32,Online,SAVE10,0,REG100372,Cust 1031,48.13,2023-02-01,2023-02-09,Cameron,8,False,True
2025-04-18,North,Laptop,20,170.49,Store A,Wholesale,0.0,Diana,3409.8,Online,FREESHIP,0,REG100373,Cust 6086,19.74,2025-04-18,2025-04-27,Ryan,9,False,True
2023-08-05,Central,Tablet,9,245.14,Store B,Wholesale,0.0,Alice,2206.26,Online,SAVE10,1,REG100377,Cust 6453,44.6,2023-08-05,2023-08-14,Cameron,9,False,True
2024-07-18,South,Chair,10,252.63,Store B,Retail,0.15,Eva,2147.355,Cash,FREESHIP,0,REG100380,Cust 1865,8.92,2024-07-18,2024-07-25,Sophie,7,False,True
2025-03-31,East,Printer,15,511.88,Store C,Wholesale,0.05,Bob,7294.289999999999,Cash,SAVE10,0,REG100385,Cust 7714,10.22,2025-03-31,2025-04-09,Eric,9,False,True
2024-07-15,East,Printer,10,325.97,Store D,Retail,0.0,Bob,3259.7,Cash,FREESHIP,1,REG100386,Cust 4770,49.95,2024-07-15,2024-07-22,Eric,7,False,True
2025-03-01,West,Monitor,4,69.6,Store D,Wholesale,0.05,Eva,264.48,Gift Card,SAVE10,0,REG100391,Cust 7226,17.68,2025-03-01,2025-03-09,Wendy,8,False,True
2025-04-09,West,Tablet,14,484.38,Store D,Retail,0.05,Frank,6442.253999999999,Debit Card,SAVE10,0,REG100394,Cust 7687,29.24,2025-04-09,2025-04-19,Wendy,10,False,True
2023-11-05,North,Monitor,6,449.57,Store D,Wholesale,0.0,Frank,2697.42,Gift Card,WINTER15,0,REG100395,Cust 6511,23.09,2023-11-05,2023-11-12,Ryan,7,False,True
2024-09-10,West,Tablet,13,442.99,Store A,Wholesale,0.05,Alice,5470.9265,Gift Card,SAVE10,0,REG100405,Cust 1319,37.12,2024-09-10,2024-09-18,Wendy,8,False,True
2024-11-10,East,Tablet,15,469.52,Store C,Wholesale,0.0,Alice,7042.799999999999,Credit Card,FREESHIP,0,REG100407,Cust 7369,35.6,2024-11-10,2024-11-17,Eric,7,False,True
2023-11-20,East,Laptop,12,195.73,Store C,Wholesale,0.05,Alice,2231.322,Cash,SAVE10,0,REG100409,Cust 2337,37.09,2023-11-20,2023-11-27,Eric,7,False,True
2024-05-25,South,Laptop,19,478.73,Store A,Retail,0.0,Frank,9095.87,Debit Card,WINTER15,1,REG100413,Cust 5938,46.46,2024-05-25,2024-06-02,Sophie,8,False,True
2024-10-31,West,Desk,17,82.2,Store C,Wholesale,0.0,Alice,1397.4,Cash,WINTER15,0,REG100417,Cust 3231,32.5,2024-10-31,2024-11-10,Wendy,10,False,True
2024-03-05,Central,Monitor,1,8.2,Store C,Wholesale,0.15,Frank,6.969999999999999,Debit Card,,0,REG100419,Cust 7054,30.35,2024-03-05,2024-03-15,Cameron,10,False,True
2023-08-05,South,Printer,20,121.14,Store C,Retail,0.1,Bob,2180.52,Credit Card,FREESHIP,0,REG100421,Cust 1237,21.47,2023-08-05,2023-08-14,Sophie,9,False,True
2023-03-08,East,Chair,19,191.44,Store C,Wholesale,0.15,Carlos,3091.756,Cash,WINTER15,1,REG100424,Cust 8492,35.54,2023-03-08,2023-03-17,Eric,9,False,True
2023-09-16,North,Desk,17,163.37,Store B,Wholesale,0.15,Eva,2360.6965,Gift Card,SAVE10,0,REG100426,Cust 4509,5.36,2023-09-16,2023-09-26,Ryan,10,False,True
2023-06-13,South,Tablet,14,583.96,Store C,Retail,0.0,Diana,8175.440000000001,Debit Card,WINTER15,0,REG100427,Cust 6643,23.03,2023-06-13,2023-06-22,Sophie,9,False,True
2024-02-09,Central,Phone,16,442.22,Store B,Retail,0.0,Alice,7075.52,Cash,FREESHIP,0,REG100430,Cust 9139,27.36,2024-02-09,2024-02-18,Cameron,9,False,True
2025-05-17,East,Printer,15,506.81,Store A,Retail,0.15,Bob,6461.827499999999,Cash,FREESHIP,1,REG100434,Cust 7585,41.03,2025-05-17,2025-05-27,Eric,10,False,True
2024-06-15,East,Desk,1,498.35,Store B,Retail,0.1,Alice,448.515,Online,FREESHIP,0,REG100438,Cust 8155,34.7,2024-06-15,2024-06-22,Eric,7,False,True
2023-06-03,West,Tablet,3,54.37,Store B,Wholesale,0.1,Frank,146.799,Credit Card,WINTER15,0,REG100440,Cust 2850,48.71,2023-06-03,2023-06-13,Wendy,10,False,True
2023-09-10,East,Phone,6,471.74,Store C,Retail,0.15,Carlos,2405.874,Online,,0,REG100441,Cust 9572,36.79,2023-09-10,2023-09-18,Eric,8,False,True
2023-09-24,North,Tablet,13,115.86,Store A,Wholesale,0.1,Diana,1355.562,Cash,,1,REG100443,Cust 4154,28.52,2023-09-24,2023-10-03,Ryan,9,False,True
2023-06-17,East,Chair,4,584.8,Store B,Retail,0.1,Eva,2105.28,Online,FREESHIP,0,REG100445,Cust 8157,16.44,2023-06-17,2023-06-25,Eric,8,False,True
2024-01-28,West,Printer,20,424.7,Store B,Wholesale,0.15,Bob,7219.9,Online,FREESHIP,0,REG100446,Cust 4861,42.03,2024-01-28,2024-02-05,Wendy,8,False,True
2025-01-09,East,Laptop,12,148.66,Store A,Wholesale,0.0,Diana,1783.92,Online,,1,REG100448,Cust 7073,27.16,2025-01-09,2025-01-17,Eric,8,False,True
2025-03-30,Central,Phone,16,460.43,Store B,Wholesale,0.15,Bob,6261.848,Online,WINTER15,0,REG100449,Cust 9085,20.38,2025-03-30,2025-04-06,Cameron,7,False,True
2024-10-30,East,Chair,11,445.75,Store A,Wholesale,0.1,Frank,4412.925,Online,SAVE10,0,REG100453,Cust 9592,18.07,2024-10-30,2024-11-07,Eric,8,False,True
2023-07-30,Central,Chair,1,528.31,Store C,Wholesale,0.1,Alice,475.479,Online,FREESHIP,0,REG100455,Cust 4186,24.55,2023-07-30,2023-08-09,Cameron,10,False,True
2024-08-13,North,Monitor,16,64.03,Store A,Wholesale,0.0,Carlos,1024.48,Gift Card,WINTER15,1,REG100456,Cust 3305,16.71,2024-08-13,2024-08-23,Ryan,10,False,True
2023-11-04,North,Printer,13,179.37,Store A,Retail,0.05,Eva,2215.2195,Online,FREESHIP,0,REG100457,Cust 9768,35.28,2023-11-04,2023-11-12,Ryan,8,False,True
2025-06-05,East,Printer,19,491.15,Store C,Retail,0.0,Frank,9331.85,Online,,0,REG100458,Cust 1179,48.68,2025-06-05,2025-06-15,Eric,10,False,True
2024-09-21,South,Laptop,20,296.8,Store A,Retail,0.1,Frank,5342.400000000001,Gift Card,,0,REG100460,Cust 2672,19.57,2024-09-21,2024-09-28,Sophie,7,False,True
2025-01-02,West,Laptop,1,374.33,Store B,Wholesale,0.0,Carlos,374.33,Credit Card,FREESHIP,0,REG100462,Cust 1649,33.31,2025-01-02,2025-01-12,Wendy,10,False,True
2024-03-14,North,Desk,13,588.8,Store D,Wholesale,0.15,Frank,6506.24,Cash,SAVE10,0,REG100463,Cust 6994,45.03,2024-03-14,2024-03-21,Ryan,7,False,True
2023-10-31,West,Printer,6,202.97,Store C,Retail,0.1,Eva,1096.038,Gift Card,WINTER15,0,REG100467,Cust 3829,43.55,2023-10-31,2023-11-10,Wendy,10,False,True
2023-01-16,West,Phone,20,553.85,Store A,Retail,0.0,Frank,11077.0,Cash,WINTER15,0,REG100471,Cust 6211,33.21,2023-01-16,2023-01-24,Wendy,8,False,True
2025-02-28,Central,Tablet,13,81.17,Store D,Retail,0.1,Frank,949.689,Cash,SAVE10,1,REG100472,Cust 1222,48.21,2025-02-28,2025-03-08,Cameron,8,False,True
2023-12-04,West,Printer,1,268.19,Store B,Wholesale,0.1,Carlos,241.371,Gift Card,WINTER15,0,REG100474,Cust 5942,9.48,2023-12-04,2023-12-13,Wendy,9,False,True
2024-06-21,South,Printer,17,432.65,Store A,Retail,0.15,Frank,6251.7925,Cash,FREESHIP,0,REG100475,Cust 1745,18.85,2024-06-21,2024-06-29,Sophie,8,False,True
2025-03-17,East,Desk,14,123.04,Store A,Wholesale,0.1,Diana,1550.304,Cash,WINTER15,1,REG100476,Cust 2679,43.28,2025-03-17,2025-03-26,Eric,9,False,True
2023-06-29,North,Chair,10,126.46,Store A,Retail,0.1,Eva,1138.14,Online,WINTER15,0,REG100480,Cust 7995,26.96,2023-06-29,2023-07-09,Ryan,10,False,True
2023-08-13,North,Monitor,7,125.02,Store D,Wholesale,0.0,Carlos,875.14,Credit Card,FREESHIP,0,REG100481,Cust 5572,12.45,2023-08-13,2023-08-20,Ryan,7,False,True
2024-04-29,West,Tablet,20,367.24,Store A,Wholesale,0.05,Carlos,6977.559999999999,Gift Card,FREESHIP,0,REG100482,Cust 1721,45.67,2024-04-29,2024-05-07,Wendy,8,False,True
2023-07-15,West,Monitor,8,432.12,Store B,Retail,0.0,Diana,3456.96,Credit Card,WINTER15,0,REG100483,Cust 2641,42.1,2023-07-15,2023-07-25,Wendy,10,False,True
2025-02-21,East,Printer,13,105.93,Store C,Retail,0.0,Bob,1377.09,Debit Card,FREESHIP,0,REG100485,Cust 1718,38.96,2025-02-21,2025-03-03,Eric,10,False,True
2023-07-19,West,Monitor,20,526.55,Store A,Wholesale,0.0,Alice,10531.0,Debit Card,FREESHIP,1,REG100486,Cust 1210,25.64,2023-07-19,2023-07-26,Wendy,7,False,True
2024-09-29,West,Phone,11,339.78,Store A,Retail,0.05,Diana,3550.701,Debit Card,WINTER15,1,REG100487,Cust 7710,11.56,2024-09-29,2024-10-06,Wendy,7,False,True
2024-01-19,West,Desk,6,148.23,Store B,Retail,0.1,Eva,800.4419999999999,Credit Card,FREESHIP,0,REG100490,Cust 2234,19.58,2024-01-19,2024-01-29,Wendy,10,False,True
2024-06-19,Central,Chair,6,247.2,Store A,Wholesale,0.05,Diana,1409.04,Credit Card,FREESHIP,0,REG100492,Cust 2546,18.75,2024-06-19,2024-06-27,Cameron,8,False,True
2023-10-02,Central,Laptop,9,146.72,Store A,Wholesale,0.1,Diana,1188.432,Credit Card,,0,REG100495,Cust 6944,10.45,2023-10-02,2023-10-10,Cameron,8,False,True
2024-06-14,Central,Laptop,2,287.43,Store C,Wholesale,0.1,Diana,517.374,Cash,WINTER15,0,REG100499,Cust 5530,25.34,2024-06-14,2024-06-23,Cameron,9,False,True
2023-02-27,North,Laptop,1,430.61,Store B,Retail,0.0,Alice,430.61,Gift Card,WINTER15,0,REG100501,Cust 9641,14.53,2023-02-27,2023-03-07,Ryan,8,False,True
2023-07-31,West,Laptop,5,508.05,Store D,Retail,0.0,Frank,2540.25,Credit Card,WINTER15,1,REG100502,Cust 9742,35.63,2023-07-31,2023-08-09,Wendy,9,False,True
2023-03-03,West,Laptop,13,522.97,Store C,Retail,0.15,Carlos,5778.8185,Debit Card,FREESHIP,0,REG100503,Cust 1144,33.9,2023-03-03,2023-03-10,Wendy,7,False,True
2024-10-19,East,Phone,6,549.21,Store B,Retail,0.1,Eva,2965.734,Credit Card,WINTER15,1,REG100505,Cust 3035,12.29,2024-10-19,2024-10-27,Eric,8,False,True
2024-10-11,West,Laptop,9,596.83,Store A,Retail,0.0,Eva,5371.47,Cash,WINTER15,0,REG100507,Cust 4456,6.43,2024-10-11,2024-10-19,Wendy,8,False,True
2025-06-14,Central,Monitor,15,154.04,Store D,Retail,0.1,Alice,2079.54,Cash,FREESHIP,1,REG100508,Cust 6435,24.53,2025-06-14,2025-06-23,Cameron,9,False,True
2024-12-22,East,Laptop,18,500.44,Store D,Wholesale,0.1,Bob,8107.128000000001,Credit Card,,0,REG100509,Cust 9352,8.87,2024-12-22,2024-12-30,Eric,8,False,True
2023-05-06,North,Laptop,18,414.77,Store C,Wholesale,0.1,Eva,6719.273999999999,Credit Card,,1,REG100514,Cust 4010,28.55,2023-05-06,2023-05-15,Ryan,9,False,True
2024-06-28,Central,Laptop,6,227.6,Store D,Retail,0.05,Carlos,1297.32,Debit Card,FREESHIP,0,REG100516,Cust 1904,38.22,2024-06-28,2024-07-05,Cameron,7,False,True
2025-05-11,Central,Monitor,5,136.13,Store C,Retail,0.15,Carlos,578.5525,Online,,0,REG100517,Cust 6034,10.02,2025-05-11,2025-05-20,Cameron,9,False,True
2024-04-30,South,Laptop,4,414.36,Store A,Retail,0.0,Bob,1657.44,Debit Card,FREESHIP,0,REG100519,Cust 5678,8.02,2024-04-30,2024-05-07,Sophie,7,False,True
2025-06-30,East,Phone,12,487.57,Store A,Wholesale,0.05,Eva,5558.298,Cash,,0,REG100521,Cust 9025,37.33,2025-06-30,2025-07-10,Eric,10,False,True
2025-01-11,South,Laptop,6,429.45,Store B,Retail,0.1,Alice,2319.03,Cash,,0,REG100524,Cust 5302,47.18,2025-01-11,2025-01-18,Sophie,7,False,True
2024-11-28,South,Phone,13,141.26,Store B,Retail,0.0,Frank,1836.38,Online,,0,REG100526,Cust 2227,23.68,2024-11-28,2024-12-05,Sophie,7,False,True
2024-10-24,West,Monitor,19,301.17,Store D,Retail,0.05,Alice,5436.1185,Debit Card,WINTER15,0,REG100528,Cust 9874,5.71,2024-10-24,2024-11-03,Wendy,10,False,True
2025-04-08,North,Chair,7,30.79,Store C,Retail,0.1,Bob,193.977,Cash,WINTER15,1,REG100529,Cust 1774,11.39,2025-04-08,2025-04-16,Ryan,8,False,True
2024-11-04,Central,Tablet,17,310.03,Store D,Retail,0.05,Carlos,5006.984499999999,Online,FREESHIP,0,REG100532,Cust 3170,8.06,2024-11-04,2024-11-12,Cameron,8,False,True
2024-04-09,Central,Printer,3,250.11,Store D,Wholesale,0.0,Alice,750.33,Gift Card,FREESHIP,0,REG100534,Cust 2670,36.35,2024-04-09,2024-04-17,Cameron,8,False,True
2025-01-17,North,Desk,12,526.82,Store A,Retail,0.0,Frank,6321.84,Credit Card,WINTER15,0,REG100535,Cust 8949,29.75,2025-01-17,2025-01-25,Ryan,8,False,True
2024-09-22,East,Chair,18,575.1,Store D,Wholesale,0.0,Bob,10351.8,Online,FREESHIP,0,REG100536,Cust 9748,35.32,2024-09-22,2024-09-29,Eric,7,False,True
2024-01-12,North,Monitor,14,157.14,Store A,Wholesale,0.15,Diana,1869.966,Gift Card,SAVE10,0,REG100538,Cust 5645,36.04,2024-01-12,2024-01-22,Ryan,10,False,True
2024-04-08,Central,Laptop,10,100.26,Store D,Wholesale,0.05,Carlos,952.47,Gift Card,SAVE10,0,REG100539,Cust 6577,36.71,2024-04-08,2024-04-15,Cameron,7,False,True
2024-07-17,North,Phone,4,375.96,Store C,Retail,0.15,Carlos,1278.264,Debit Card,,0,REG100541,Cust 9302,44.99,2024-07-17,2024-07-25,Ryan,8,False,True
2024-01-25,South,Monitor,9,372.44,Store A,Wholesale,0.05,Diana,3184.362,Gift Card,FREESHIP,0,REG100543,Cust 5896,41.87,2024-01-25,2024-02-02,Sophie,8,False,True
2024-03-24,Central,Laptop,7,140.53,Store D,Retail,0.0,Frank,983.71,Debit Card,,1,REG100544,Cust 3763,24.53,2024-03-24,2024-04-02,Cameron,9,False,True
2024-04-06,Central,Chair,10,397.39,Store D,Retail,0.15,Alice,3377.815,Gift Card,,0,REG100548,Cust 4015,25.27,2024-04-06,2024-04-16,Cameron,10,False,True
2023-12-21,South,Phone,19,30.41,Store D,Retail,0.05,Frank,548.9005,Debit Card,FREESHIP,0,REG100551,Cust 6809,48.33,2023-12-21,2023-12-31,Sophie,10,False,True
2024-03-23,West,Monitor,4,56.06,Store D,Retail,0.15,Carlos,190.604,Cash,SAVE10,0,REG100553,Cust 6888,10.77,2024-03-23,2024-04-01,Wendy,9,False,True
2025-05-20,Central,Tablet,9,380.85,Store B,Wholesale,0.0,Carlos,3427.65,Cash,FREESHIP,0,REG100555,Cust 4196,33.4,2025-05-20,2025-05-29,Cameron,9,False,True
2025-01-19,South,Chair,11,587.21,Store C,Wholesale,0.0,Carlos,6459.31,Debit Card,WINTER15,0,REG100556,Cust 6596,34.32,2025-01-19,2025-01-26,Sophie,7,False,True
2023-11-25,West,Monitor,5,99.23,Store B,Retail,0.0,Eva,496.15,Debit Card,,0,REG100559,Cust 2819,37.66,2023-11-25,2023-12-02,Wendy,7,False,True
2024-11-17,South,Monitor,9,503.18,Store B,Wholesale,0.0,Diana,4528.62,Gift Card,SAVE10,1,REG100560,Cust 1947,46.02,2024-11-17,2024-11-24,Sophie,7,False,True
2023-06-19,North,Chair,7,303.79,Store D,Wholesale,0.15,Frank,1807.5505,Credit Card,SAVE10,0,REG100562,Cust 7314,38.85,2023-06-19,2023-06-29,Ryan,10,False,True
2024-01-24,East,Phone,4,179.92,Store D,Retail,0.1,Diana,647.712,Online,WINTER15,0,REG100564,Cust 2964,35.26,2024-01-24,2024-02-01,Eric,8,False,True
2025-01-06,South,Printer,2,264.0,Store D,Retail,0.0,Bob,528.0,Gift Card,SAVE10,0,REG100565,Cust 5381,26.73,2025-01-06,2025-01-14,Sophie,8,False,True
2025-01-02,Central,Laptop,4,403.97,Store A,Wholesale,0.05,Alice,1535.086,Cash,WINTER15,0,REG100566,Cust 5436,39.92,2025-01-02,2025-01-09,Cameron,7,False,True
2023-02-22,North,Desk,4,85.96,Store A,Retail,0.1,Frank,309.456,Credit Card,,0,REG100567,Cust 1494,32.12,2023-02-22,2023-03-03,Ryan,9,False,True
2025-02-06,East,Desk,2,93.49,Store A,Wholesale,0.1,Alice,168.282,Debit Card,WINTER15,0,REG100568,Cust 4380,26.31,2025-02-06,2025-02-16,Eric,10,False,True
2023-07-01,East,Chair,9,228.3,Store B,Retail,0.05,Eva,1951.965,Debit Card,FREESHIP,0,REG100571,Cust 5698,8.75,2023-07-01,2023-07-09,Eric,8,False,True
2023-10-23,West,Laptop,17,25.95,Store B,Wholesale,0.05,Bob,419.0925,Gift Card,,0,REG100578,Cust 2218,27.68,2023-10-23,2023-10-30,Wendy,7,False,True
2023-03-23,North,Desk,18,209.65,Store A,Wholesale,0.1,Carlos,3396.33,Debit Card,,0,REG100579,Cust 8882,42.04,2023-03-23,2023-03-30,Ryan,7,False,True
2024-09-21,Central,Laptop,13,75.77,Store B,Wholesale,0.15,Frank,837.2585,Debit Card,SAVE10,0,REG100580,Cust 6709,41.94,2024-09-21,2024-09-30,Cameron,9,False,True
2024-12-26,West,Tablet,5,307.84,Store B,Wholesale,0.1,Bob,1385.28,Online,SAVE10,0,REG100581,Cust 8727,13.61,2024-12-26,2025-01-03,Wendy,8,False,True
2025-03-14,East,Phone,4,23.27,Store C,Wholesale,0.15,Diana,79.118,Online,SAVE10,0,REG100585,Cust 4270,32.86,2025-03-14,2025-03-21,Eric,7,False,True
2024-05-03,South,Laptop,6,266.67,Store B,Wholesale,0.05,Eva,1520.019,Debit Card,,0,REG100593,Cust 2219,48.49,2024-05-03,2024-05-11,Sophie,8,False,True
2023-10-07,South,Laptop,6,505.7,Store C,Retail,0.0,Alice,3034.2,Cash,,0,REG100596,Cust 4252,40.38,2023-10-07,2023-10-16,Sophie,9,False,True
2023-09-02,South,Printer,2,6.19,Store B,Retail,0.1,Frank,11.142,Credit Card,FREESHIP,1,REG100600,Cust 5280,47.24,2023-09-02,2023-09-12,Sophie,10,False,True
2023-10-13,Central,Tablet,5,75.27,Store A,Wholesale,0.0,Carlos,376.35,Cash,,0,REG100602,Cust 7130,31.61,2023-10-13,2023-10-22,Cameron,9,False,True
2024-02-07,Central,Desk,8,561.9,Store A,Retail,0.15,Bob,3820.92,Online,FREESHIP,1,REG100605,Cust 1932,15.97,2024-02-07,2024-02-14,Cameron,7,False,True
2024-08-12,North,Chair,10,278.0,Store C,Retail,0.0,Bob,2780.0,Credit Card,,0,REG100611,Cust 3199,24.25,2024-08-12,2024-08-22,Ryan,10,False,True
2023-10-24,South,Desk,5,359.61,Store A,Retail,0.0,Bob,1798.05,Online,FREESHIP,0,REG100615,Cust 6711,41.31,2023-10-24,2023-11-03,Sophie,10,False,True
2024-01-02,North,Tablet,15,115.48,Store A,Retail,0.15,Frank,1472.37,Credit Card,,0,REG100616,Cust 8653,6.04,2024-01-02,2024-01-12,Ryan,10,False,True
2024-09-17,South,Laptop,12,596.26,Store D,Wholesale,0.15,Eva,6081.852,Gift Card,WINTER15,0,REG100617,Cust 7937,28.27,2024-09-17,2024-09-25,Sophie,8,False,True
2024-05-14,West,Phone,6,370.08,Store D,Retail,0.15,Alice,1887.408,Online,SAVE10,0,REG100620,Cust 5382,7.39,2024-05-14,2024-05-22,Wendy,8,False,True
2025-05-19,East,Phone,5,271.44,Store A,Wholesale,0.15,Diana,1153.62,Debit Card,FREESHIP,0,REG100622,Cust 1767,5.98,2025-05-19,2025-05-27,Eric,8,False,True
2023-06-25,South,Desk,12,192.03,Store B,Wholesale,0.1,Carlos,2073.924,Credit Card,,0,REG100625,Cust 4446,41.08,2023-06-25,2023-07-03,Sophie,8,False,True
2024-07-10,South,Chair,20,504.22,Store D,Wholesale,0.0,Frank,10084.4,Online,WINTER15,0,REG100626,Cust 6107,14.61,2024-07-10,2024-07-19,Sophie,9,False,True
2023-01-06,East,Laptop,7,193.66,Store A,Wholesale,0.1,Diana,1220.058,Credit Card,FREESHIP,0,REG100627,Cust 3330,39.01,2023-01-06,2023-01-15,Eric,9,False,True
2023-12-11,Central,Tablet,18,62.08,Store B,Retail,0.0,Diana,1117.44,Credit Card,SAVE10,1,REG100629,Cust 7412,8.67,2023-12-11,2023-12-20,Cameron,9,False,True
2025-03-18,West,Tablet,4,62.46,Store D,Wholesale,0.15,Alice,212.364,Debit Card,WINTER15,0,REG100631,Cust 4825,31.91,2025-03-18,2025-03-26,Wendy,8,False,True
2023-12-13,Central,Tablet,11,133.08,Store A,Wholesale,0.15,Frank,1244.298,Credit Card,WINTER15,0,REG100637,Cust 7855,44.61,2023-12-13,2023-12-22,Cameron,9,False,True
2025-06-06,East,Desk,3,391.92,Store A,Wholesale,0.15,Alice,999.396,Debit Card,SAVE10,0,REG100642,Cust 7917,9.86,2025-06-06,2025-06-16,Eric,10,False,True
2023-08-27,East,Monitor,12,303.09,Store B,Wholesale,0.0,Alice,3637.08,Gift Card,WINTER15,1,REG100644,Cust 4715,5.48,2023-08-27,2023-09-03,Eric,7,False,True
2024-04-26,Central,Chair,12,591.92,Store D,Retail,0.0,Eva,7103.039999999999,Debit Card,SAVE10,0,REG100649,Cust 4009,25.2,2024-04-26,2024-05-06,Cameron,10,False,True
2023-01-01,East,Tablet,15,298.71,Store C,Retail,0.0,Bob,4480.65,Debit Card,SAVE10,0,REG100651,Cust 2446,11.38,2023-01-01,2023-01-08,Eric,7,False,True
